"dtaatualizacao","nomereduzido","nroempresa","categoria_1","categoria_2","categoria_3","categoria_4","categoria_5","categoria_6","seqproduto","desccompleta","seqfornecedor","fornecedor","comprador","status_venda_loja","status_compra_cd","forma_abastecimento","estoque_minimo","estoque_maximo","embalagem_compra","embalagem_transferencia","embalagem_venda","qtdestoque","estoque_disponivel","medvdiageral","data_ult_venda","data_pr_entrada","data_ult_entrada","vda_m_3","vda_m_2","vda_m_1","vda_m_atual","qtdpedido","custo_m_bruto","ult_custo_bruto","ult_custo_liquido","vlr_tot_estoque","status_compra_loja","precovalidnormal","precovalidpromoc","seqequivalente","seqprodutobase","item_equiv","preco_monitor","chave","regional","mesmas_lojas","nomeajustado","cd","tipo","est_equivalente_est_tt","est_equivalente_pedido_tt","est_equivalente_status_compra","est_equivalente_vda_tt","est_equivalente_vda_tt_3m","est_equivalente_vda_tt_4m","mes","dia","ano","nome_mes","chave_cd","comparativo","est_cd","pedido_cd","status","chave_empresa","curva","est_vd_empresa_est_tt","est_vd_empresa_pedido_tt","est_vd_empresa_status_compra","est_vd_empresa_vda_tt","est_vd_empresa_vda_tt_4m","dt_pedido"
"2020-06-26","33_Oba Galle",33.0,AUTOSSERVICO,IOGURTES,BEBIDA LACTEA & POLPA,MORANGO,CONVENCIONAL,REFRIGERADO,154626.0,IOG NESTLE NINHO LIG 170G MACA BANANA,322.0,M A CONSTANCIO,FABIANO,ATIVO,INATIVO,Negociação direto Loja,48.0,48.0,12.0,12.0,1.0,7.0,7.0,4.233567,"2020-06-26 00:00:00","2018-05-23 00:00:00","2020-06-19 00:00:00",82.0,68.0,74.0,105.0,24.0,2.18,2.18,2.18,15.26,ATIVO,3.49,0.0,154626.0,,154626.0,,"2020-06-2633_Oba Galle154626",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,7.0,24.0,ATIVO,4.233567,247.0,329.0,6,26,2020,June,"2020-06-2697_Oba CD154626","2020-06-2697_Oba CD154626",,,,"2020-06-26154626",B,1674.0,432.0,ATIVO,136.082286,14678.0,"2020-07-06 12:13:34"
"2019-11-11","11_Oba But.",11.0,MERCEARIA,BEBIDAS,SUCO & REFRESCO & XAROPE,"100 FRUTA",INTEGRAL,INTEGRAL,132623.0,SUCO OBA BEM QUERER INT UVA TTO 1L,23596.0,POGGERE,HERNANI.R,ATIVO,ATIVO,Negociação direto Loja,540.0,540.0,6.0,6.0,1.0,354.0,353.0,22.533333,"2019-11-11 00:00:00","2012-10-29 00:00:00","2019-11-05 00:00:00",752.0,690.0,717.0,249.0,582.0,8.0395,8.0395,8.0395,2845.983,ATIVO,12.99,0.0,132623.0,,132623.0,,"2019-11-1111_Oba But.132623",SP Capital,Sim,"11_Oba But.","97_Oba CD",LOJA,353.0,582.0,ATIVO,22.533333,1656.0,2408.0,11,11,2019,November,"2019-11-1197_Oba CD132623","2019-11-1197_Oba CD132623",8556.0,0.0,ATIVO,"2019-11-11132623",A,53658.0,4476.0,ATIVO,761.508338,92582.0,"2020-07-01 20:43:59"
"2020-06-23","41_Oba Leopo",41.0,AUTOSSERVICO,IOGURTES,LEITE FERMENTADO,NATURAL,CONVENCIONAL,REFRIGERADO,17517.0,LEITE FERM YAKULT 480G,1706.0,YAKULT,FABIANO,ATIVO,ATIVO,Abastecido pelo CD,1020.0,1020.0,60.0,60.0,1.0,886.0,886.0,80.0,"2020-06-23 00:00:00","1900-01-01 00:00:00","2020-06-23 00:00:00",3126.0,3036.0,2670.0,1710.0,60.0,0.9867,0.9867,0.9867,874.2162,ATIVO,1.49,0.0,17517.0,,17517.0,,"2020-06-2341_Oba Leopo17517",SP Capital,N¿o,"41_Oba Leopo","97_Oba CD",LOJA,886.0,60.0,ATIVO,80.0,7416.0,10542.0,6,23,2020,June,"2020-06-2397_Oba CD17517","2020-06-2397_Oba CD17517",1374.0,33000.0,ATIVO,"2020-06-2317517",A,54882.0,69120.0,ATIVO,6543.678347999999,874310.0,"2020-07-02 19:14:48"
"2020-02-16","53 - Flamboy",53.0,FRIOS,CASTANHAS & FRUTAS SECAS,FRUTA SECA,TAMARA,COM CAROCO,NAO REFRIGERADO,127399.0,TAMARAS JUMBO ISRAEL C CAROCO,2012.0,BENASSI,BIRO,ATIVO,ATIVO,Abastecido pelo CD,0.0,0.0,5.0,5.0,1.0,92.445,92.445,5.470733,"2020-02-16 00:00:00","1900-01-01 00:00:00","2020-02-10 00:00:00",170.568,312.517,173.113,76.749,0.0,29.7579,29.7579,29.7579,2750.9690655,ATIVO,69.99,0.0,127399.0,,127399.0,,"2020-02-1653 - Flamboy127399",Goi¿nia,N¿o,"53 - Flamboy","100-CD-DF",LOJA,92.445,0.0,ATIVO,5.470733,562.379,732.9470000000001,2,16,2020,February,"2020-02-16100-CD-DF127399","2020-02-16100-CD-DF127399",769.0,750.0,ATIVO,"2020-02-16127399",A,3724.152,1500.0,ATIVO,79.739668,9529.168000000001,
"2020-05-06","15_Oba Sant.",15.0,AUTOSSERVICO,FONDUE,DOCE,CHOCOLATE,CONVENCIONAL,NAO REFRIGERADO,206026.0,FONDUE CHOC SAO VICENTE 250G,77321.0,CENTRO DISTR SAO VICENTE MINAS,FABIANO,ATIVO,ATIVO,Abastecido pelo CD,36.0,36.0,6.0,6.0,1.0,34.0,34.0,0.466667,"2020-05-06 00:00:00","1900-01-01 00:00:00","2020-05-05 00:00:00",0.0,0.0,9.0,5.0,0.0,13.755,13.755,13.755,467.67,ATIVO,27.99,0.0,206026.0,,206026.0,,"2020-05-0615_Oba Sant.206026",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,34.0,0.0,ATIVO,0.466667,14.0,14.0,5,6,2020,May,"2020-05-0697_Oba CD206026","2020-05-0697_Oba CD206026",732.0,1500.0,ATIVO,"2020-05-06206026",D,7092.0,3000.0,ATIVO,44.54500199999999,1162.0,"2020-07-05 12:09:32"
"2019-12-29","11_Oba But.",11.0,MERCEARIA,BEBIDAS,SUCO & REFRESCO & XAROPE,"100 FRUTA",INTEGRAL,INTEGRAL,132623.0,SUCO OBA BEM QUERER INT UVA TTO 1L,23596.0,POGGERE,HERNANI.R,ATIVO,ATIVO,SP - CD/ DF - LOJA,660.0,660.0,6.0,6.0,1.0,937.0,936.0,24.566667,"2019-12-29 00:00:00","2012-10-29 00:00:00","2019-12-27 00:00:00",690.0,717.0,589.0,704.0,0.0,8.0472,8.0472,8.0472,7540.2264,ATIVO,12.99,0.0,132623.0,,132623.0,,"2019-12-2911_Oba But.132623",SP Capital,Sim,"11_Oba But.","97_Oba CD",LOJA,936.0,0.0,ATIVO,24.566667,2010.0,2700.0,12,29,2019,December,"2019-12-2997_Oba CD132623","2019-12-2997_Oba CD132623",17851.0,0.0,ATIVO,"2019-12-29132623",A,82458.0,5232.0,ATIVO,921.701168,101044.0,"2020-07-01 20:43:59"
"2020-01-19","33_Oba Galle",33.0,ADEGA,VINHOS,TINTO,PORTUGAL,BLEND,GARRAFA,147822.0,VHO PT ADEGA MAE PINTA NEGRA 750ML TTO,62141.0,ADEGA,VALERIA,ATIVO,ATIVO,SP - CD/ DF - LOJA,210.0,210.0,6.0,6.0,1.0,204.0,204.0,1.033733,"2020-01-19 00:00:00","2018-05-21 00:00:00","2020-01-15 00:00:00",34.0,241.0,245.0,16.0,6.0,22.9062,22.9062,22.9062,4672.8648,ATIVO,39.99,0.0,147822.0,,147822.0,,"2020-01-1933_Oba Galle147822",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,204.0,6.0,ATIVO,1.033733,502.0,536.0,1,19,2020,January,"2020-01-1997_Oba CD147822","2020-01-1997_Oba CD147822",3906.0,0.0,ATIVO,"2020-01-19147822",A,25570.0,192.0,ATIVO,140.541866,30486.0,"2020-07-08 19:15:26"
"2020-04-18","01_Oba Carol",1.0,FRIOS,BACALHAU SALGADO,MORHUA,LOMBO,TAMANHO 11-15,REFRIGERADO,202886.0,LOMBO BACALHAU MORHUA OBACALHAU,46705.0,"97 - OBA CD",BIRO,ATIVO,ATIVO,Abastecido pelo CD,0.0,0.0,1.0,1.0,1.0,143.452,143.452,12.2817,"2020-04-18 00:00:00","1900-01-01 00:00:00","2020-04-15 00:00:00",0.0,31.848,118.864,328.767,0.0,68.8603,68.8603,68.1704,9878.1477556,INATIVO,149.9,0.0,168851.0,,168851.0,,"2020-04-1801_Oba Carol168851",Campinas,Sim,"01_Oba Carol","97_Oba CD",LOJA,628.903,0.0,ATIVO,20.108367,279.3453333333334,838.0360000000001,4,18,2020,April,"2020-04-1897_Oba CD168851","2020-04-1897_Oba CD168851",925.0,0.0,ATIVO,"2020-04-18168851",A,71637.96200000001,0.0,ATIVO,1236.657882,46004.57600000002,
"2020-01-17","46 - 302 Sud",46.0,ADEGA,VINHOS,TINTO,AFRICA DO SUL,BLEND,GARRAFA,204733.0,VHO AF SPIER DICOVER RED TTO 750ML,97201.0,SPIER WINES,VALERIA,ATIVO,ATIVO,Abastecido pelo CD,6.0,6.0,6.0,6.0,1.0,5.0,5.0,0.0343,"2020-01-15 00:00:00","1900-01-01 00:00:00","2019-10-01 00:00:00",1.0,0.0,1.0,1.0,0.0,23.5988,23.5988,23.5988,117.994,ATIVO,59.99,0.0,204733.0,,204733.0,,"2020-01-1746 - 302 Sud204733",Distrito Federal,Sim,"46 - 302 Sud","100-CD-DF",LOJA,5.0,0.0,ATIVO,0.0343,2.0,3.0,1,17,2020,January,"2020-01-17100-CD-DF204733","2020-01-17100-CD-DF204733",138.0,0.0,ATIVO,"2020-01-17204733",A,760.0,12.0,ATIVO,4.353266,256.0,"2020-07-04 18:21:10"
"2020-04-29","53 - Flamboy",53.0,FRIOS,CASTANHAS & FRUTAS SECAS,FRUTA SECA,TAMARA,COM CAROCO,NAO REFRIGERADO,127399.0,TAMARAS JUMBO ISRAEL C CAROCO,2012.0,BENASSI,BIRO,ATIVO,ATIVO,Abastecido pelo CD,5.0,5.0,5.0,5.0,1.0,140.636,140.636,5.062267,"2020-04-29 00:00:00","1900-01-01 00:00:00","2020-04-29 00:00:00",173.113,145.46,177.281,139.882,0.0,32.5159,32.5159,32.5159,4572.9061124,ATIVO,79.9,0.0,127399.0,,127399.0,,"2020-04-2953 - Flamboy127399",Goi¿nia,N¿o,"53 - Flamboy","100-CD-DF",LOJA,140.636,0.0,ATIVO,5.062267,462.623,635.736,4,29,2020,April,"2020-04-29100-CD-DF127399","2020-04-29100-CD-DF127399",,,,"2020-04-29127399",A,1909.784,20.0,ATIVO,72.27513400000001,9047.668,
"2020-01-09","31_Oba Sousa",31.0,ACOUGUE,BOVINO,PALETA,SHOULDER,IN NATURA,AS REFRIGERADO,135099.0,SHOULDER OBA RVE,41722.0,"27 FRIGORIFICO",MARCOS CAETANO,ATIVO,ATIVO,Abastecido pelo CD,0.0,0.0,1.0,1.0,1.0,8.148,8.148,1.203267,"2020-01-09 00:00:00","2017-09-22 00:00:00","2020-01-02 00:00:00",36.216,44.072,42.718,4.652,0.0,36.5314,36.5314,36.5314,297.6578472,ATIVO,49.99,0.0,135099.0,,135099.0,,"2020-01-0931_Oba Sousa135099",Campinas,Sim,"31_Oba Sousa","97_Oba CD",LOJA,8.148,0.0,ATIVO,1.203267,91.44200000000001,127.658,1,9,2020,January,"2020-01-0997_Oba CD135099","2020-01-0997_Oba CD135099",,,,"2020-01-09135099",C,1173.354,0.0,ATIVO,221.5244679999999,10085.014,
"2020-04-28","15_Oba Sant.",15.0,AUTOSSERVICO,FONDUE,DOCE,CHOCOLATE,CONVENCIONAL,NAO REFRIGERADO,206026.0,FONDUE CHOC SAO VICENTE 250G,77321.0,CENTRO DISTR SAO VICENTE MINAS,FABIANO,ATIVO,ATIVO,Abastecido pelo CD,36.0,36.0,6.0,6.0,1.0,28.0,28.0,0.9,"2020-04-25 00:00:00","1900-01-01 00:00:00","2020-04-16 00:00:00",0.0,0.0,0.0,8.0,0.0,13.755,13.755,13.755,385.14,ATIVO,24.99,0.0,206026.0,,206026.0,,"2020-04-2815_Oba Sant.206026",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,28.0,0.0,ATIVO,0.9,8.0,8.0,4,28,2020,April,"2020-04-2897_Oba CD206026","2020-04-2897_Oba CD206026",0.0,3180.0,ATIVO,"2020-04-28206026",D,2016.0,9876.0,ATIVO,35.609468,788.0,"2020-07-05 12:09:32"
"2020-01-05","26_Oba Sor 2",26.0,MERCEARIA,BEBIDAS,CERVEJA,CONVENCIONAL,CONVENCIONAL,VIDRO PEQUENO,171369.0,CERV HEINEKEN LONG NECK 330ML,60775.0,SPAL INDUSTRIA BEBIDAS,HERNANI.R,ATIVO,ATIVO,Abastecido pelo CD,1440.0,1440.0,24.0,24.0,1.0,4621.0,4562.0,116.666667,"2020-01-05 00:00:00","2016-09-02 00:00:00","2019-12-30 00:00:00",2767.0,3252.0,3657.0,271.0,0.0,3.7678000000000003,3.7678000000000003,3.7678000000000003,17411.0038,ATIVO,4.99,0.0,171369.0,,171369.0,,"2020-01-0526_Oba Sor 2171369",SP Interior,Sim,"26_Oba Sor 2","97_Oba CD",LOJA,4562.0,0.0,ATIVO,116.666667,7180.0,9947.0,1,5,2020,January,"2020-01-0597_Oba CD171369","2020-01-0597_Oba CD171369",19776.0,0.0,ATIVO,"2020-01-05171369",A,167468.0,288.0,ATIVO,3463.868908,270100.0,"2020-07-01 20:43:59"
"2019-12-16","11_Oba But.",11.0,MERCEARIA,BEBIDAS,SUCO & REFRESCO & XAROPE,"100 FRUTA",INTEGRAL,INTEGRAL,132623.0,SUCO OBA BEM QUERER INT UVA TTO 1L,23596.0,POGGERE,HERNANI.R,ATIVO,ATIVO,Abastecido pelo CD,780.0,780.0,6.0,6.0,1.0,766.0,729.0,19.566667,"2019-12-16 00:00:00","2012-10-29 00:00:00","2019-12-16 00:00:00",690.0,717.0,589.0,306.0,48.0,8.0645,8.0645,8.0645,6177.407,ATIVO,12.99,0.0,132623.0,,132623.0,,"2019-12-1611_Oba But.132623",SP Capital,Sim,"11_Oba But.","97_Oba CD",LOJA,729.0,48.0,ATIVO,19.566667,1612.0,2302.0,12,16,2019,December,"2019-12-1697_Oba CD132623","2019-12-1697_Oba CD132623",9424.0,13800.0,ATIVO,"2019-12-16132623",A,73618.0,29208.0,ATIVO,704.819756,86090.0,"2020-07-01 20:43:59"
"2019-11-25","46 - 302 Sud",46.0,ADEGA,VINHOS,TINTO,AFRICA DO SUL,BLEND,GARRAFA,204733.0,VHO AF SPIER DICOVER RED TTO 750ML,46705.0,"97_OBA CD",VALERIA,ATIVO,ATIVO,Negociação direto Loja,6.0,6.0,6.0,6.0,1.0,7.0,7.0,0.001,"2019-10-05 00:00:00","1900-01-01 00:00:00","2019-10-01 00:00:00",0.0,0.0,1.0,0.0,0.0,23.5988,23.5988,23.5988,165.1916,ATIVO,59.99,0.0,204733.0,,204733.0,,"2019-11-2546 - 302 Sud204733",Distrito Federal,Sim,"46 - 302 Sud","100-CD-DF",LOJA,7.0,0.0,ATIVO,0.001,1.0,1.0,11,25,2019,November,"2019-11-25100-CD-DF204733","2019-11-25100-CD-DF204733",396.0,0.0,ATIVO,"2019-11-25204733",A,942.0,0.0,ATIVO,1.352266,94.0,"2020-07-04 18:21:10"
"2019-12-14","15_Oba Sant.",15.0,PEIXARIA,FRUTOS DO MAR,CAMARAO,CAMARAO,IN NATURA,AS REFRIGERADO,25291.0,CAMARAO ROSA LIMPO COZIDO 36/40,3127.0,IGLU COMERCIAL E IMPORTADORA,ROMILDO,ATIVO,ATIVO,Abastecido pelo CEASA,0.0,0.0,1.0,1.0,1.0,11.623,11.623,0.841233,"2019-12-13 00:00:00","2018-11-08 00:00:00","2019-12-14 00:00:00",14.936,26.11,22.268,8.377,0.0,78.9874,78.9874,69.5088,918.0705502,ATIVO,159.9,0.0,20954.0,,20954.0,,"2019-12-1415_Oba Sant.20954",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,11.623,0.0,ATIVO,0.841233,56.755,71.691,12,14,2019,December,"2019-12-1497_Oba CD20954","2019-12-1497_Oba CD20954",142.0,60.0,ATIVO,"2019-12-1420954",C,3090.555999999999,888.0,ATIVO,49.906486,1832.004,
"2020-04-17","15_Oba Sant.",15.0,PEIXARIA,FRUTOS DO MAR,CAMARAO,CAMARAO,IN NATURA,AS REFRIGERADO,25291.0,CAMARAO ROSA LIMPO COZIDO 36/40,3127.0,IGLU COMERCIAL E IMPORTADORA,ROMILDO,ATIVO,ATIVO,Abastecido pelo CD,0.0,0.0,1.0,1.0,1.0,15.15,15.15,1.393167,"2020-04-15 00:00:00","2018-11-08 00:00:00","2020-04-10 00:00:00",5.215,5.112,8.506,5.2780000000000005,0.0,79.936,79.936,70.3431,1211.0304,ATIVO,169.9,0.0,20954.0,,20954.0,,"2020-04-1715_Oba Sant.20954",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,20.75,0.0,ATIVO,1.4367670000000001,11.126,29.994,4,17,2020,April,"2020-04-1797_Oba CD20954","2020-04-1797_Oba CD20954",,,,"2020-04-1720954",C,1773.74,0.0,ATIVO,90.40557200000002,1669.67,
"2019-10-31","33_Oba Galle",33.0,AUTOSSERVICO,IOGURTES,BEBIDA LACTEA & POLPA,MORANGO,CONVENCIONAL,REFRIGERADO,154626.0,IOG NESTLE NINHO LIG 170G MACA BANANA,322.0,M A CONSTANCIO,FABIANO,ATIVO,INATIVO,Negociação direto Loja,60.0,60.0,12.0,12.0,1.0,0.0,0.0,4.533333,"2019-10-30 00:00:00","2018-05-23 00:00:00","2019-10-25 00:00:00",77.0,149.0,150.0,136.0,36.0,2.18,2.18,2.18,0.0,ATIVO,3.49,0.0,154626.0,,154626.0,,"2019-10-3133_Oba Galle154626",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,0.0,36.0,ATIVO,4.533333,435.0,512.0,10,31,2019,October,"2019-10-3197_Oba CD154626","2019-10-3197_Oba CD154626",,,,"2019-10-31154626",B,1150.0,456.0,ATIVO,147.940462,15094.0,"2020-07-06 12:13:34"
"2020-01-20","26_Oba Sor 2",26.0,MERCEARIA,BEBIDAS,CERVEJA,CONVENCIONAL,CONVENCIONAL,VIDRO PEQUENO,171369.0,CERV HEINEKEN LONG NECK 330ML,60775.0,SPAL INDUSTRIA BEBIDAS,HERNANI.R,ATIVO,ATIVO,Abastecido pelo CD,696.0,696.0,24.0,24.0,1.0,2544.0,2485.0,108.3,"2020-01-20 00:00:00","2016-09-02 00:00:00","2019-12-30 00:00:00",2767.0,3252.0,3657.0,1439.0,0.0,3.7678000000000003,3.7678000000000003,3.7678000000000003,9585.2832,ATIVO,4.99,0.0,171369.0,,171369.0,,"2020-01-2026_Oba Sor 2171369",SP Interior,Sim,"26_Oba Sor 2","97_Oba CD",LOJA,2485.0,0.0,ATIVO,108.3,8348.0,11115.0,1,20,2020,January,"2020-01-2097_Oba CD171369","2020-01-2097_Oba CD171369",16536.0,0.0,ATIVO,"2020-01-20171369",A,128958.0,1392.0,ATIVO,3293.535738,309490.0,"2020-07-01 20:43:59"
"2020-01-07","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,48.0,48.0,0.166667,"2019-12-24 00:00:00","2016-09-30 00:00:00","2019-09-29 00:00:00",23.0,4.0,5.0,0.0,0.0,65.7183,65.7183,65.7183,3154.4784,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-01-0709_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,48.0,0.0,ATIVO,0.166667,9.0,32.0,1,7,2020,January,"2020-01-0797_Oba CD171769","2020-01-0797_Oba CD171769",114.0,0.0,ATIVO,"2020-01-07171769",B,1096.0,24.0,ATIVO,11.04041,1014.0,
"2020-05-30","33_Oba Galle",33.0,ADEGA,VINHOS,TINTO,PORTUGAL,BLEND,GARRAFA,147822.0,VHO PT ADEGA MAE PINTA NEGRA 750ML TTO,62141.0,ADEGA,VALERIA,ATIVO,ATIVO,Abastecido pelo CD,210.0,210.0,6.0,6.0,1.0,1.0,1.0,4.8669,"2020-05-24 00:00:00","2018-05-21 00:00:00","2020-04-12 00:00:00",51.0,52.0,101.0,142.0,0.0,22.1856,22.1856,16.2161,22.1856,ATIVO,39.99,0.0,147822.0,,147822.0,,"2020-05-3033_Oba Galle147822",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,1.0,0.0,ATIVO,4.8669,295.0,346.0,5,30,2020,May,"2020-05-3097_Oba CD147822","2020-05-3097_Oba CD147822",0.0,0.0,ATIVO,"2020-05-30147822",A,786.0,0.0,ATIVO,269.7162080000001,26712.0,"2020-07-08 19:15:26"
"2020-04-13","26_Oba Sor 2",26.0,MERCEARIA,BEBIDAS,CERVEJA,CONVENCIONAL,CONVENCIONAL,VIDRO PEQUENO,171369.0,CERV HEINEKEN LONG NECK 330ML,60775.0,SPAL INDUSTRIA BEBIDAS,HERNANI.R,ATIVO,ATIVO,Abastecido pelo CD,1200.0,1200.0,24.0,24.0,1.0,1153.0,841.0,124.733333,"2020-04-13 00:00:00","2016-09-02 00:00:00","2020-04-13 00:00:00",2198.0,2400.0,2812.0,1642.0,336.0,3.7904,3.7904,3.7904,4370.3312,ATIVO,4.99,0.0,171369.0,,171369.0,,"2020-04-1326_Oba Sor 2171369",SP Interior,Sim,"26_Oba Sor 2","97_Oba CD",LOJA,841.0,336.0,ATIVO,124.733333,6854.0,9052.0,4,13,2020,April,"2020-04-1397_Oba CD171369","2020-04-1397_Oba CD171369",4572.0,432.0,ATIVO,"2020-04-13171369",A,46714.0,11568.0,ATIVO,4159.172904,307920.0,"2020-07-01 20:43:59"
"2019-10-27","15_Oba Sant.",15.0,PEIXARIA,FRUTOS DO MAR,CAMARAO,CAMARAO,IN NATURA,AS REFRIGERADO,25291.0,CAMARAO ROSA LIMPO COZIDO 36/40,3127.0,IGLU COMERCIAL E IMPORTADORA,ROMILDO,ATIVO,ATIVO,Abastecido pelo CEASA,0.0,0.0,1.0,1.0,1.0,0.859,0.859,1.0538,"2019-10-26 00:00:00","2018-11-08 00:00:00","2019-10-17 00:00:00",19.322,28.542,14.936,23.986,0.0,74.885,74.885,65.8984,64.326215,ATIVO,139.9,0.0,20954.0,,20954.0,,"2019-10-2715_Oba Sant.20954",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,0.859,0.0,ATIVO,1.0538,67.464,86.786,10,27,2019,October,"2019-10-2797_Oba CD20954","2019-10-2797_Oba CD20954",750.0,240.0,ATIVO,"2019-10-2720954",C,3647.328,620.0,ATIVO,61.75590600000002,1645.406,
"2019-12-24","33_Oba Galle",33.0,ADEGA,VINHOS,TINTO,PORTUGAL,BLEND,GARRAFA,147822.0,VHO PT ADEGA MAE PINTA NEGRA 750ML TTO,62141.0,ADEGA,VALERIA,ATIVO,ATIVO,SP - CD/ DF - LOJA,210.0,210.0,6.0,6.0,1.0,207.0,207.0,14.000233,"2019-12-24 00:00:00","2018-05-21 00:00:00","2019-12-24 00:00:00",82.0,34.0,241.0,235.0,0.0,22.9022,22.9022,22.9022,4740.7554,ATIVO,37.99,0.0,147822.0,,147822.0,,"2019-12-2433_Oba Galle147822",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,207.0,0.0,ATIVO,14.000233,510.0,592.0,12,24,2019,December,"2019-12-2497_Oba CD147822","2019-12-2497_Oba CD147822",5028.0,0.0,ATIVO,"2019-12-24147822",A,28092.0,492.0,ATIVO,725.1860559999999,35206.0,"2020-07-08 19:15:26"
"2020-06-16","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,9.0,9.0,0.533333,"2020-06-08 00:00:00","2016-09-30 00:00:00","2020-06-08 00:00:00",11.0,1.0,17.0,8.0,0.0,53.7375,53.7375,39.3326,483.6375,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-06-1609_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,9.0,0.0,ATIVO,0.533333,26.0,37.0,6,16,2020,June,"2020-06-1697_Oba CD171769","2020-06-1697_Oba CD171769",24.0,300.0,ATIVO,"2020-06-16171769",B,728.0,660.0,ATIVO,18.886192,1522.0,
"2020-02-25","11_Oba But.",11.0,MERCEARIA,BEBIDAS,SUCO & REFRESCO & XAROPE,"100 FRUTA",INTEGRAL,INTEGRAL,132623.0,SUCO OBA BEM QUERER INT UVA TTO 1L,23596.0,POGGERE,HERNANI.R,ATIVO,ATIVO,SP - CD/ DF - LOJA,720.0,720.0,6.0,6.0,1.0,715.0,702.0,19.366667,"2020-02-25 00:00:00","2012-10-29 00:00:00","2020-02-25 00:00:00",589.0,794.0,699.0,440.0,18.0,8.0226,8.0226,8.0226,5736.159,ATIVO,14.99,0.0,132623.0,,132623.0,,"2020-02-2511_Oba But.132623",SP Capital,Sim,"11_Oba But.","97_Oba CD",LOJA,702.0,18.0,ATIVO,19.366667,1933.0,2522.0,2,25,2020,February,"2020-02-2597_Oba CD132623","2020-02-2597_Oba CD132623",14375.0,600.0,ATIVO,"2020-02-25132623",A,65416.0,2388.0,ATIVO,615.8671280000001,89034.0,"2020-07-01 20:43:59"
"2020-07-26","15_Oba Sant.",15.0,PEIXARIA,FRUTOS DO MAR,CAMARAO,CAMARAO,IN NATURA,AS REFRIGERADO,25291.0,CAMARAO ROSA LIMPO COZIDO 36/40,3127.0,IGLU COMERCIAL E IMPORTADORA,ROMILDO,ATIVO,ATIVO,Abastecido pelo CD,15.0,25.0,1.0,1.0,1.0,17.136,17.136,0.781133,"2020-07-26 00:00:00","2018-11-08 00:00:00","2020-07-25 00:00:00",6.47,6.864,3.296,5.894,0.0,85.0,85.0,74.7993,1456.56,ATIVO,169.9,0.0,20954.0,,20954.0,,"2020-07-2615_Oba Sant.20954",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,,,,,,,7,26,2020,July,"2020-07-2697_Oba CD20954",,,,,"2020-07-2620954",C,,,,,,
"2019-11-16","46 - 302 Sud",46.0,ADEGA,VINHOS,TINTO,AFRICA DO SUL,BLEND,GARRAFA,204733.0,VHO AF SPIER DICOVER RED TTO 750ML,46705.0,"97_OBA CD",VALERIA,ATIVO,ATIVO,Negociação direto Loja,6.0,6.0,6.0,6.0,1.0,7.0,7.0,0.001,"2019-10-05 00:00:00","1900-01-01 00:00:00","2019-10-01 00:00:00",0.0,0.0,1.0,0.0,0.0,23.5988,23.5988,23.5988,165.1916,ATIVO,59.99,0.0,204733.0,,204733.0,,"2019-11-1646 - 302 Sud204733",Distrito Federal,Sim,"46 - 302 Sud","100-CD-DF",LOJA,7.0,0.0,ATIVO,0.001,1.0,1.0,11,16,2019,November,"2019-11-16100-CD-DF204733","2019-11-16100-CD-DF204733",396.0,0.0,ATIVO,"2019-11-16204733",A,954.0,0.0,ATIVO,1.3522,82.0,"2020-07-04 18:21:10"
