"dtaatualizacao","nomereduzido","nroempresa","categoria_1","categoria_2","categoria_3","categoria_4","categoria_5","categoria_6","seqproduto","desccompleta","seqfornecedor","fornecedor","comprador","status_venda_loja","status_compra_cd","forma_abastecimento","estoque_minimo","estoque_maximo","embalagem_compra","embalagem_transferencia","embalagem_venda","qtdestoque","estoque_disponivel","medvdiageral","data_ult_venda","data_pr_entrada","data_ult_entrada","vda_m_3","vda_m_2","vda_m_1","vda_m_atual","qtdpedido","custo_m_bruto","ult_custo_bruto","ult_custo_liquido","vlr_tot_estoque","status_compra_loja","precovalidnormal","precovalidpromoc","seqequivalente","seqprodutobase","item_equiv","preco_monitor","chave","regional","mesmas_lojas","nomeajustado","cd","tipo","est_equivalente_est_tt","est_equivalente_pedido_tt","est_equivalente_status_compra","est_equivalente_vda_tt","est_equivalente_vda_tt_3m","est_equivalente_vda_tt_4m","mes","dia","ano","nome_mes","chave_cd","comparativo","est_cd","pedido_cd","status","chave_empresa","curva","est_vd_empresa_est_tt","est_vd_empresa_pedido_tt","est_vd_empresa_status_compra","est_vd_empresa_vda_tt","est_vd_empresa_vda_tt_4m","dt_pedido"
"2019-10-16","09_Oba Tatu",9.0,FRIOS,CASTANHAS & FRUTAS SECAS,CASTANHA,CASTANHA DE CAJU,TORRADO & SALGADO,NAO REFRIGERADO,166764.0,CAST CAJU OBA BEM QUERER TOR SALG 250G,46705.0,"97_OBA CD",PRODUCAO,ATIVO,ATIVO,Negociação direto Loja,264.0,264.0,12.0,12.0,1.0,275.0,275.0,14.766667,"2019-10-16 00:00:00","2016-05-21 00:00:00","2019-10-16 00:00:00",319.0,294.0,407.0,201.0,0.0,14.2526,14.2526,12.5422,3919.465,ATIVO,32.99,0.0,166764.0,,166764.0,,"2019-10-1609_Oba Tatu166764",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,275.0,0.0,ATIVO,14.766667,902.0,1221.0,10,16,2019,October,"2019-10-1697_Oba CD166764","2019-10-1697_Oba CD166764",876.0,0.0,ATIVO,"2019-10-16166764",A,10882.0,1416.0,ATIVO,825.802404,32304.0,"2020-07-02 21:25:16"
"2020-05-20","09_Oba Tatu",9.0,FRIOS,CASTANHAS & FRUTAS SECAS,CASTANHA,CASTANHA DE CAJU,TORRADO & SALGADO,NAO REFRIGERADO,166764.0,CAST CAJU OBA BEM QUERER TOR SALG 250G,46705.0,"97 - OBA CD",PRODUCAO,ATIVO,ATIVO,Abastecido pelo CD,480.0,480.0,12.0,12.0,1.0,464.0,437.0,19.833333,"2020-05-20 00:00:00","2016-05-21 00:00:00","2020-05-19 00:00:00",548.0,695.0,677.0,360.0,36.0,13.8366,13.8366,12.1761,6420.1824,ATIVO,29.99,0.0,166764.0,,166764.0,,"2020-05-2009_Oba Tatu166764",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,437.0,36.0,ATIVO,19.833333,1732.0,2280.0,5,20,2020,May,"2020-05-2097_Oba CD166764","2020-05-2097_Oba CD166764",2388.0,0.0,ATIVO,"2020-05-20166764",A,15552.0,792.0,ATIVO,535.267998,49538.0,"2020-07-02 21:25:16"
"2019-10-14","53 - Flamboy",53.0,FRIOS,CASTANHAS & FRUTAS SECAS,FRUTA SECA,TAMARA,COM CAROCO,NAO REFRIGERADO,127399.0,TAMARAS JUMBO ISRAEL C CAROCO,2012.0,BENASSI,PRODUCAO,ATIVO,ATIVO,Abastecido CrossDocking,0.0,0.0,5.0,5.0,1.0,158.88,158.88,6.616462,"2019-10-14 00:00:00","1900-01-01 00:00:00","2019-10-01 00:00:00",0.0,0.0,0.0,86.014,0.0,32.428,32.428,32.428,5152.16064,ATIVO,69.99,0.0,127399.0,,127399.0,,"2019-10-1453 - Flamboy127399",Goi¿nia,N¿o,"53 - Flamboy","100-CD-DF",LOJA,158.88,0.0,ATIVO,6.616462,86.014,86.014,10,14,2019,October,"2019-10-14100-CD-DF127399","2019-10-14100-CD-DF127399",,,,"2019-10-14127399",A,959.99,0.0,ATIVO,69.12561400000001,880.262,
"2020-02-14","41_Oba Leopo",41.0,AUTOSSERVICO,IOGURTES,LEITE FERMENTADO,NATURAL,CONVENCIONAL,REFRIGERADO,17517.0,LEITE FERM YAKULT 480G,1706.0,YAKULT,FABIANO,ATIVO,ATIVO,SP - CD/ DF - LOJA,960.0,960.0,60.0,60.0,1.0,828.0,828.0,71.0,"2020-02-14 00:00:00","1900-01-01 00:00:00","2020-02-14 00:00:00",2286.0,1968.0,2034.0,1020.0,120.0,0.9373,0.9373,0.9364,776.0844,ATIVO,1.49,0.0,17517.0,,17517.0,,"2020-02-1441_Oba Leopo17517",SP Capital,N¿o,"41_Oba Leopo","97_Oba CD",LOJA,828.0,120.0,ATIVO,71.0,5022.0,7308.0,2,14,2020,February,"2020-02-1497_Oba CD17517","2020-02-1497_Oba CD17517",21780.0,18000.0,ATIVO,"2020-02-1417517",A,91952.0,48240.0,ATIVO,6277.201602,598080.0,"2020-07-02 19:14:48"
"2019-12-04","33_Oba Galle",33.0,AUTOSSERVICO,IOGURTES,BEBIDA LACTEA & POLPA,MORANGO,CONVENCIONAL,REFRIGERADO,154626.0,IOG NESTLE NINHO LIG 170G MACA BANANA,322.0,M A CONSTANCIO,FABIANO,ATIVO,INATIVO,Negociação direto Loja,60.0,60.0,12.0,12.0,1.0,16.0,16.0,4.133433,"2019-12-02 00:00:00","2018-05-23 00:00:00","2019-11-29 00:00:00",150.0,136.0,116.0,12.0,48.0,2.18,2.18,2.18,34.88,ATIVO,3.49,0.0,154626.0,,154626.0,,"2019-12-0433_Oba Galle154626",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,16.0,48.0,ATIVO,4.133433,264.0,414.0,12,4,2019,December,"2019-12-0497_Oba CD154626","2019-12-0497_Oba CD154626",,,,"2019-12-04154626",B,1020.0,1228.0,ATIVO,154.93858,12950.0,"2020-07-06 12:13:34"
"2019-10-07","31_Oba Sousa",31.0,ACOUGUE,BOVINO,PALETA,SHOULDER,IN NATURA,AS REFRIGERADO,135099.0,SHOULDER OBA RVE,41722.0,"27 FRIGORIFICO",MARCOS CAETANO,ATIVO,INATIVO,Negociação direto Loja,0.0,0.0,1.0,1.0,1.0,15.901,15.901,1.880633,"2019-10-06 00:00:00","2017-09-22 00:00:00","2019-10-03 00:00:00",29.348,39.743,50.04,8.756,0.0,26.0,26.0,26.0,413.426,ATIVO,44.99,0.0,135099.0,,135099.0,,"2019-10-0731_Oba Sousa135099",Campinas,Sim,"31_Oba Sousa","97_Oba CD",LOJA,15.901,0.0,ATIVO,1.880633,98.539,127.887,10,7,2019,October,"2019-10-0797_Oba CD135099","2019-10-0797_Oba CD135099",,,,"2019-10-07135099",C,817.6179999999997,0.0,ATIVO,236.923534,10311.678,
"2020-05-08","09_Oba Tatu",9.0,FRIOS,CASTANHAS & FRUTAS SECAS,CASTANHA,CASTANHA DE CAJU,TORRADO & SALGADO,NAO REFRIGERADO,166764.0,CAST CAJU OBA BEM QUERER TOR SALG 250G,46705.0,"97 - OBA CD",BIRO,ATIVO,ATIVO,Abastecido pelo CD,480.0,480.0,12.0,12.0,1.0,457.0,444.0,21.3,"2020-05-08 00:00:00","2016-05-21 00:00:00","2020-05-08 00:00:00",548.0,695.0,677.0,136.0,12.0,13.8364,13.8364,12.1759,6323.2348,ATIVO,29.99,24.99,166764.0,,166764.0,,"2020-05-0809_Oba Tatu166764",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,444.0,12.0,ATIVO,21.3,1508.0,2056.0,5,8,2020,May,"2020-05-0897_Oba CD166764","2020-05-0897_Oba CD166764",816.0,0.0,ATIVO,"2020-05-08166764",A,11888.0,960.0,ATIVO,520.66773,43428.0,"2020-07-02 21:25:16"
"2019-11-22","15_Oba Sant.",15.0,AUTOSSERVICO,FONDUE,DOCE,CHOCOLATE,CONVENCIONAL,NAO REFRIGERADO,206026.0,FONDUE CHOC SAO VICENTE 250G,77321.0,CENTRO DISTR SAO VICENTE MINAS,FABIANO,ATIVO,SUSPENSO,Abastecido pelo CD,36.0,36.0,6.0,6.0,1.0,0.0,0.0,1.2,"2019-08-19 00:00:00","1900-01-01 00:00:00","2019-07-17 00:00:00",20.0,0.0,0.0,0.0,0.0,13.7535,13.7535,13.7535,0.0,SUSPENSO,21.99,0.0,206026.0,,206026.0,,"2019-11-2215_Oba Sant.206026",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,0.0,0.0,SUSPENSO,1.2,0.0,20.0,11,22,2019,November,"2019-11-2297_Oba CD206026","2019-11-2297_Oba CD206026",,,,"2019-11-22206026",D,1248.0,0.0,SUSPENSO,27.150996,2010.0,"2020-07-05 12:09:32"
"2020-06-11","53 - Flamboy",53.0,FRIOS,CASTANHAS & FRUTAS SECAS,FRUTA SECA,TAMARA,COM CAROCO,NAO REFRIGERADO,127399.0,TAMARAS JUMBO ISRAEL C CAROCO,2012.0,BENASSI,BIRO,ATIVO,ATIVO,Abastecido pelo CD,35.0,35.0,5.0,5.0,1.0,181.858,181.858,4.249833,"2020-06-11 00:00:00","1900-01-01 00:00:00","2020-06-09 00:00:00",177.281,149.972,147.51,42.05,0.0,34.903,34.903,34.903,6347.389774,ATIVO,69.99,0.0,127399.0,,127399.0,,"2020-06-1153 - Flamboy127399",Goi¿nia,N¿o,"53 - Flamboy","100-CD-DF",LOJA,181.858,0.0,ATIVO,4.249833,339.532,516.813,6,11,2020,June,"2020-06-11100-CD-DF127399","2020-06-11100-CD-DF127399",,,,"2020-06-11127399",A,1909.202,10.0,ATIVO,73.892732,7938.224,
"2020-01-13","15_Oba Sant.",15.0,MERCEARIA,SUPLEMENTOS,SNACKS,WHEY,SEM ACUCAR,SEM ACUCAR,206777.0,PROTEIN BALL BEST WHEY CHOC LEITE 50G,183775.0,ADS,BRUNO LIMA,ATIVO,ATIVO,Abastecido pelo CD,24.0,24.0,24.0,24.0,1.0,17.0,17.0,0.133333,"2020-01-12 00:00:00","1900-01-01 00:00:00","2019-11-29 00:00:00",0.0,0.0,5.0,2.0,0.0,6.7333,6.7333,6.7333,114.4661,ATIVO,14.99,0.0,206777.0,,206777.0,,"2020-01-1315_Oba Sant.206777",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,17.0,0.0,ATIVO,0.133333,7.0,7.0,1,13,2020,January,"2020-01-1397_Oba CD206777","2020-01-1397_Oba CD206777",840.0,10800.0,ATIVO,"2020-01-13206777",B,3278.0,22368.0,ATIVO,14.853176,2248.0,
"2020-04-19","46 - 302 Sud",46.0,ADEGA,VINHOS,TINTO,AFRICA DO SUL,BLEND,GARRAFA,204733.0,VHO AF SPIER DICOVER RED TTO 750ML,97201.0,SPIER WINES,VALERIA,ATIVO,ATIVO,Abastecido pelo CD,6.0,6.0,6.0,6.0,1.0,90.0,90.0,4.900033,"2020-04-19 00:00:00","1900-01-01 00:00:00","2020-04-14 00:00:00",1.0,15.0,68.0,96.0,0.0,24.9054,24.9054,24.9054,2241.486,ATIVO,49.99,0.0,204733.0,,204733.0,,"2020-04-1946 - 302 Sud204733",Distrito Federal,Sim,"46 - 302 Sud","100-CD-DF",LOJA,90.0,0.0,ATIVO,4.900033,179.0,180.0,4,19,2020,April,"2020-04-19100-CD-DF204733","2020-04-19100-CD-DF204733",138.0,180.0,ATIVO,"2020-04-19204733",A,770.0,384.0,ATIVO,25.34699999999999,1274.0,"2020-07-04 18:21:10"
"2020-06-07","15_Oba Sant.",15.0,AUTOSSERVICO,FONDUE,DOCE,CHOCOLATE,CONVENCIONAL,NAO REFRIGERADO,206026.0,FONDUE CHOC SAO VICENTE 250G,77321.0,CENTRO DISTR SAO VICENTE MINAS,FABIANO,ATIVO,ATIVO,Abastecido pelo CD,36.0,36.0,6.0,6.0,1.0,33.0,21.0,2.566667,"2020-06-07 00:00:00","1900-01-01 00:00:00","2020-06-06 00:00:00",0.0,9.0,63.0,21.0,12.0,13.755,13.755,13.755,453.915,ATIVO,27.99,0.0,206026.0,,206026.0,,"2020-06-0715_Oba Sant.206026",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,21.0,12.0,ATIVO,2.566667,93.0,93.0,6,7,2020,June,"2020-06-0797_Oba CD206026","2020-06-0797_Oba CD206026",150.0,2400.0,ATIVO,"2020-06-07206026",D,4176.0,7392.0,ATIVO,200.04603,6364.0,"2020-07-05 12:09:32"
"2020-03-02","26_Oba Sor 2",26.0,MERCEARIA,BEBIDAS,CERVEJA,CONVENCIONAL,CONVENCIONAL,VIDRO PEQUENO,171369.0,CERV HEINEKEN LONG NECK 330ML,60775.0,SPAL INDUSTRIA BEBIDAS,HERNANI.R,ATIVO,ATIVO,Abastecido pelo CD,1200.0,1200.0,24.0,24.0,1.0,938.0,879.0,81.933333,"2020-03-02 00:00:00","2016-09-02 00:00:00","2020-02-26 00:00:00",3657.0,2198.0,2400.0,67.0,312.0,3.7853,3.7853,3.7853,3550.6114,ATIVO,4.99,0.0,171369.0,,171369.0,,"2020-03-0226_Oba Sor 2171369",SP Interior,Sim,"26_Oba Sor 2","97_Oba CD",LOJA,879.0,312.0,ATIVO,81.933333,4665.0,8322.0,3,2,2020,March,"2020-03-0297_Oba CD171369","2020-03-0297_Oba CD171369",13266.0,14400.0,ATIVO,"2020-03-02171369",A,68646.0,38160.0,ATIVO,2713.067666000001,264436.0,"2020-07-01 20:43:59"
"2020-01-27","26_Oba Sor 2",26.0,MERCEARIA,BEBIDAS,CERVEJA,CONVENCIONAL,CONVENCIONAL,VIDRO PEQUENO,171369.0,CERV HEINEKEN LONG NECK 330ML,60775.0,SPAL INDUSTRIA BEBIDAS,HERNANI.R,ATIVO,ATIVO,Abastecido pelo CD,696.0,696.0,24.0,24.0,1.0,2049.0,1990.0,92.4,"2020-01-27 00:00:00","2016-09-02 00:00:00","2019-12-30 00:00:00",2767.0,3252.0,3657.0,1938.0,0.0,3.7678000000000003,3.7678000000000003,3.7678000000000003,7720.2222,ATIVO,4.99,0.0,171369.0,,171369.0,,"2020-01-2726_Oba Sor 2171369",SP Interior,Sim,"26_Oba Sor 2","97_Oba CD",LOJA,1990.0,0.0,ATIVO,92.4,8847.0,11614.0,1,27,2020,January,"2020-01-2797_Oba CD171369","2020-01-2797_Oba CD171369",14640.0,0.0,ATIVO,"2020-01-27171369",A,107894.0,5184.0,ATIVO,2956.801599999999,329158.0,"2020-07-01 20:43:59"
"2020-01-08","41_Oba Leopo",41.0,AUTOSSERVICO,IOGURTES,LEITE FERMENTADO,NATURAL,CONVENCIONAL,REFRIGERADO,17517.0,LEITE FERM YAKULT 480G,1706.0,YAKULT,FABIANO,ATIVO,ATIVO,SP - CD/ DF - LOJA,960.0,960.0,60.0,60.0,1.0,419.0,419.0,58.000067,"2020-01-08 00:00:00","1900-01-01 00:00:00","2020-01-07 00:00:00",2352.0,2286.0,1968.0,468.0,0.0,0.9373,0.9373,0.9373,392.7287,ATIVO,1.49,0.0,17517.0,,17517.0,,"2020-01-0841_Oba Leopo17517",SP Capital,N¿o,"41_Oba Leopo","97_Oba CD",LOJA,419.0,0.0,ATIVO,58.000067,4722.0,7074.0,1,8,2020,January,"2020-01-0897_Oba CD17517","2020-01-0897_Oba CD17517",5766.0,30000.0,ATIVO,"2020-01-0817517",A,61296.0,72960.0,ATIVO,4875.202627999999,548376.0,"2020-07-02 19:14:48"
"2020-05-28","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,12.0,6.0,0.533333,"2020-05-27 00:00:00","2016-09-30 00:00:00","2020-05-18 00:00:00",3.0,11.0,1.0,16.0,6.0,56.6876,56.6876,37.663,680.2512,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-05-2809_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,6.0,6.0,ATIVO,0.533333,28.0,31.0,5,28,2020,May,"2020-05-2897_Oba CD171769","2020-05-2897_Oba CD171769",264.0,0.0,ATIVO,"2020-05-28171769",B,1168.0,12.0,ATIVO,17.553932,1346.0,
"2020-05-20","33_Oba Galle",33.0,AUTOSSERVICO,IOGURTES,BEBIDA LACTEA & POLPA,MORANGO,CONVENCIONAL,REFRIGERADO,154626.0,IOG NESTLE NINHO LIG 170G MACA BANANA,322.0,M A CONSTANCIO,FABIANO,ATIVO,INATIVO,Negociação direto Loja,48.0,48.0,12.0,12.0,1.0,40.0,40.0,2.633633,"2020-05-20 00:00:00","2018-05-23 00:00:00","2020-05-15 00:00:00",153.0,82.0,68.0,39.0,0.0,2.18,2.18,2.18,87.2,ATIVO,3.49,0.0,154626.0,,154626.0,,"2020-05-2033_Oba Galle154626",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,40.0,0.0,ATIVO,2.633633,189.0,342.0,5,20,2020,May,"2020-05-2097_Oba CD154626","2020-05-2097_Oba CD154626",,,,"2020-05-20154626",B,1840.0,588.0,ATIVO,122.097588,14048.0,"2020-07-06 12:13:34"
"2020-05-11","31_Oba Sousa",31.0,ACOUGUE,BOVINO,PALETA,SHOULDER,IN NATURA,AS REFRIGERADO,135099.0,SHOULDER OBA RVE,41722.0,"27 - FRIGORIFICO",MARCOS CAETANO,ATIVO,ATIVO,Abastecido pelo CD,0.0,0.0,1.0,1.0,1.0,61.098,61.098,0.5803,"2020-05-10 00:00:00","2017-09-22 00:00:00","2020-05-07 00:00:00",14.172,37.848,22.75,6.282,0.0,36.7,36.7,35.0425,2242.2966,ATIVO,59.99,0.0,135099.0,,135099.0,,"2020-05-1131_Oba Sousa135099",Campinas,Sim,"31_Oba Sousa","97_Oba CD",LOJA,61.098,0.0,ATIVO,0.5803,66.88,81.05199999999999,5,11,2020,May,"2020-05-1197_Oba CD135099","2020-05-1197_Oba CD135099",,,,"2020-05-11135099",C,2644.778,0.0,ATIVO,81.23013399999998,8664.18,
"2020-06-30","15_Oba Sant.",15.0,PEIXARIA,FRUTOS DO MAR,CAMARAO,CAMARAO,IN NATURA,AS REFRIGERADO,25291.0,CAMARAO ROSA LIMPO COZIDO 36/40,3127.0,IGLU COMERCIAL E IMPORTADORA,ROMILDO,ATIVO,ATIVO,Abastecido pelo CD,15.0,25.0,1.0,1.0,1.0,15.254,15.254,0.8807,"2020-06-30 00:00:00","2018-11-08 00:00:00","2020-06-20 00:00:00",8.506,6.47,6.864,3.296,0.0,75.4567,75.4567,66.4018,1151.0165018,ATIVO,169.9,0.0,20954.0,,20954.0,,"2020-06-3015_Oba Sant.20954",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,15.634,0.0,ATIVO,0.8807,9.084,28.224,6,30,2020,June,"2020-06-3097_Oba CD20954","2020-06-3097_Oba CD20954",,,,"2020-06-3020954",C,1110.052,866.0,ATIVO,71.61461600000001,2025.334,
"2020-04-08","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,11.0,11.0,0.266667,"2020-03-28 00:00:00","2016-09-30 00:00:00","2020-02-04 00:00:00",5.0,3.0,11.0,0.0,0.0,65.7183,65.7183,32.552,722.9013,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-04-0809_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,11.0,0.0,ATIVO,0.266667,14.0,19.0,4,8,2020,April,"2020-04-0897_Oba CD171769","2020-04-0897_Oba CD171769",450.0,0.0,ATIVO,"2020-04-08171769",B,1444.0,60.0,ATIVO,9.953538,748.0,
"2020-03-31","09_Oba Tatu",9.0,FRIOS,CASTANHAS & FRUTAS SECAS,CASTANHA,CASTANHA DE CAJU,TORRADO & SALGADO,NAO REFRIGERADO,166764.0,CAST CAJU OBA BEM QUERER TOR SALG 250G,46705.0,"97_OBA CD",PRODUCAO,ATIVO,ATIVO,Abastecido pelo CD,480.0,480.0,12.0,12.0,1.0,358.0,358.0,22.166667,"2020-03-31 00:00:00","2016-05-21 00:00:00","2020-03-29 00:00:00",615.0,499.0,548.0,695.0,120.0,13.8355,13.8355,12.1752,4953.109,ATIVO,29.99,0.0,166764.0,,166764.0,,"2020-03-3109_Oba Tatu166764",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,358.0,120.0,ATIVO,22.166667,1742.0,2357.0,3,31,2020,March,"2020-03-3197_Oba CD166764","2020-03-3197_Oba CD166764",3168.0,0.0,ATIVO,"2020-03-31166764",A,16478.0,1656.0,ATIVO,432.548592,53634.0,"2020-07-02 21:25:16"
"2020-01-18","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,45.0,45.0,0.233333,"2020-01-15 00:00:00","2016-09-30 00:00:00","2019-09-29 00:00:00",23.0,4.0,5.0,3.0,0.0,65.7183,65.7183,65.7183,2957.3235,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-01-1809_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,45.0,0.0,ATIVO,0.233333,12.0,35.0,1,18,2020,January,"2020-01-1897_Oba CD171769","2020-01-1897_Oba CD171769",108.0,0.0,ATIVO,"2020-01-18171769",B,1020.0,0.0,ATIVO,9.153993999999999,1102.0,
"2020-05-30","15_Oba Sant.",15.0,PEIXARIA,FRUTOS DO MAR,CAMARAO,CAMARAO,IN NATURA,AS REFRIGERADO,25291.0,CAMARAO ROSA LIMPO COZIDO 36/40,3127.0,IGLU COMERCIAL E IMPORTADORA,ROMILDO,ATIVO,ATIVO,Abastecido pelo CD,15.0,25.0,1.0,1.0,1.0,18.656,18.656,0.369667,"2020-05-30 00:00:00","2018-11-08 00:00:00","2020-05-22 00:00:00",5.112,8.506,6.47,6.864,0.0,77.7724,77.7724,68.4393,1450.9218944,ATIVO,169.9,0.0,20954.0,,20954.0,,"2020-05-3015_Oba Sant.20954",SP Capital,Sim,"15_Oba Sant.","97_Oba CD",LOJA,22.646,0.0,ATIVO,0.388134,12.464,30.862,5,30,2020,May,"2020-05-3097_Oba CD20954","2020-05-3097_Oba CD20954",,,,"2020-05-3020954",C,1598.05,62.0,ATIVO,65.413142,1944.824,
"2020-03-16","01_Oba Carol",1.0,FRIOS,BACALHAU SALGADO,MORHUA,LOMBO,TAMANHO 11-15,REFRIGERADO,202886.0,LOMBO BACALHAU MORHUA OBACALHAU,46705.0,"97_OBA CD",BIRO,ATIVO,INATIVO,Abastecido pelo CD,0.0,0.0,1.0,1.0,1.0,56.152,56.152,3.733346,"2020-03-15 00:00:00","1900-01-01 00:00:00","2020-02-19 00:00:00",0.0,0.0,31.848,65.644,0.0,64.3082,64.3082,64.3078,3611.0340464,INATIVO,129.9,0.0,168851.0,,168851.0,,"2020-03-1601_Oba Carol168851",Campinas,Sim,"01_Oba Carol","97_Oba CD",LOJA,1526.691,0.0,ATIVO,8.755277,65.40566666666666,196.217,3,16,2020,March,"2020-03-1697_Oba CD168851","2020-03-1697_Oba CD168851",775.0,0.0,ATIVO,"2020-03-16168851",A,95880.59,4100.0,ATIVO,354.5648120000001,8134.853999999999,
"2020-01-19","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,45.0,45.0,0.233333,"2020-01-15 00:00:00","2016-09-30 00:00:00","2019-09-29 00:00:00",23.0,4.0,5.0,3.0,0.0,65.7183,65.7183,65.7183,2957.3235,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-01-1909_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,45.0,0.0,ATIVO,0.233333,12.0,35.0,1,19,2020,January,"2020-01-1997_Oba CD171769","2020-01-1997_Oba CD171769",108.0,0.0,ATIVO,"2020-01-19171769",B,1006.0,0.0,ATIVO,9.220528,1102.0,
"2020-05-21","33_Oba Galle",33.0,AUTOSSERVICO,IOGURTES,BEBIDA LACTEA & POLPA,MORANGO,CONVENCIONAL,REFRIGERADO,154626.0,IOG NESTLE NINHO LIG 170G MACA BANANA,322.0,M A CONSTANCIO,FABIANO,ATIVO,INATIVO,Negociação direto Loja,48.0,48.0,12.0,12.0,1.0,43.0,39.0,2.6003,"2020-05-21 00:00:00","2018-05-23 00:00:00","2020-05-15 00:00:00",153.0,82.0,68.0,41.0,0.0,2.18,2.18,2.18,93.74,ATIVO,3.49,0.0,154626.0,,154626.0,,"2020-05-2133_Oba Galle154626",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,39.0,0.0,ATIVO,2.6003,191.0,344.0,5,21,2020,May,"2020-05-2197_Oba CD154626","2020-05-2197_Oba CD154626",,,,"2020-05-21154626",B,2138.0,318.0,ATIVO,122.3619,14282.0,"2020-07-06 12:13:34"
"2020-01-11","09_Oba Tatu",9.0,ADEGA,VINHOS,TINTO,BRASIL,SHIRAZ,GARRAFA,171769.0,VHO GUASPARI VALE DA PEDRA SYRAH 750ML,76987.0,VINHOS GUASPARI,LUIZ MIRANDA,ATIVO,ATIVO,Abastecido pelo CD,12.0,12.0,6.0,6.0,1.0,47.0,47.0,0.166667,"2020-01-11 00:00:00","2016-09-30 00:00:00","2019-09-29 00:00:00",23.0,4.0,5.0,1.0,0.0,65.7183,65.7183,65.7183,3088.7601,ATIVO,99.9,0.0,171769.0,,171769.0,,"2020-01-1109_Oba Tatu171769",SP Capital,Sim,"09_Oba Tatu","97_Oba CD",LOJA,47.0,0.0,ATIVO,0.166667,10.0,33.0,1,11,2020,January,"2020-01-1197_Oba CD171769","2020-01-1197_Oba CD171769",108.0,0.0,ATIVO,"2020-01-11171769",B,1068.0,0.0,ATIVO,11.086398,1056.0,
"2019-10-04","33_Oba Galle",33.0,ADEGA,VINHOS,TINTO,PORTUGAL,BLEND,GARRAFA,147822.0,VHO PT ADEGA MAE PINTA NEGRA 750ML TTO,62141.0,ADEGA,VALERIA,ATIVO,ATIVO,Negociação direto Loja,60.0,60.0,6.0,6.0,1.0,57.0,57.0,2.4671,"2019-10-04 00:00:00","2018-05-21 00:00:00","2019-10-01 00:00:00",83.0,94.0,82.0,0.0,0.0,21.4058,21.4058,21.4058,1220.1306,ATIVO,37.99,0.0,147822.0,,147822.0,,"2019-10-0433_Oba Galle147822",Campinas,N¿o,"33_Oba Galle","97_Oba CD",LOJA,57.0,0.0,ATIVO,2.4671,176.0,259.0,10,4,2019,October,"2019-10-0497_Oba CD147822","2019-10-0497_Oba CD147822",13866.0,0.0,ATIVO,"2019-10-04147822",A,40998.0,216.0,ATIVO,249.139672,23934.0,"2020-07-08 19:15:26"
